PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-17,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-17,I,1780,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,70,1030,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-18,I,1780,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,20,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,30,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,40,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,50,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,60,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,70,930,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,F,1330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-35,I,1480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,20,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,30,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,40,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,50,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,60,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,70,930,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,F,1330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-36,I,1480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,10,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,20,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,30,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,40,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,50,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,60,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,F,1700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-86,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,10,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,20,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,30,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,40,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,50,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,60,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,F,1700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-87,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,70,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-92,I,1850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,10,300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,20,320,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,30,335,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,40,355,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,50,375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,60,395,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,70,415,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,F,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30159-94,I,635,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,10,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,20,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,30,745,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,40,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,50,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,60,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,70,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,F,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SC,I,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,10,425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,20,465,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,30,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,40,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,50,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,60,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,70,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,F,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-SS,I,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,70,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,F,1150,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DC,I,1225,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,10,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,20,565,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,30,595,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,40,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,50,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,60,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,70,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,F,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DS,I,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,10,500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,20,540,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,30,570,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,40,600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,50,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,60,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,70,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,F,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DR,I,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,10,500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,20,540,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,30,570,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,40,600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,50,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,60,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,70,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,F,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DL,I,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,10,475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,20,515,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,30,545,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,40,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,50,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,60,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,70,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,F,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-DA,I,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,10,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,20,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,30,845,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,40,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,50,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,60,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,F,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QC,I,1275,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,10,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,20,615,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,30,645,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,40,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,50,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,60,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,70,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,F,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QS,I,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,10,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,20,565,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,30,595,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,40,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,50,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,60,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,70,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,F,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QR,I,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,10,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,20,565,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,30,595,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,40,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,50,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,60,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,70,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,F,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QL,I,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,10,500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,20,540,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,30,570,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,40,600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,50,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,60,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,70,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,F,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-QA,I,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,10,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,20,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,30,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,40,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,50,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,60,1150,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,70,1300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,F,1800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-01,I,2050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,10,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,20,545,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,30,560,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,40,580,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,50,600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,60,620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,70,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,F,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-02,I,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,10,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,20,865,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,30,895,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,40,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,50,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,60,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,70,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,F,1675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-03,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,70,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-07,I,1825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,70,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-08,I,1825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,10,425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,20,445,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,30,460,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,40,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,50,530,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,60,565,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,70,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,F,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-09,I,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,10,400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,20,420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,30,435,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,40,455,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,50,475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,60,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,70,590,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,F,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-10,I,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,10,450,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,20,470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,30,485,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,40,520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,50,555,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,60,590,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,70,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,F,1045,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-11,I,1225,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,10,450,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,20,470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,30,485,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,40,520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,50,555,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,60,590,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,70,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,F,1045,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-12,I,1225,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,20,670,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,30,685,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,40,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,50,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,60,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,70,860,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,F,1330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-14,I,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,20,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,30,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,40,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,50,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,60,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,70,930,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,F,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-15,I,1680,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,20,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,30,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,40,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,50,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,60,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,70,930,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,F,1500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-16,I,1680,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,70,1030,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-17,I,1780,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,70,1030,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-18,I,1780,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,20,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,30,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,40,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,50,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,60,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,70,930,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,F,1330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-35,I,1480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,10,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,20,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,30,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,40,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,50,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,60,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,70,930,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,F,1330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-36,I,1480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,10,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,20,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,30,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,40,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,50,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,60,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,F,1700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-86,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,10,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,20,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,30,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,40,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,50,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,60,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,F,1700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-87,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,70,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-92,I,1850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,10,300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,20,320,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,30,335,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,40,355,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,50,375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,60,395,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,70,415,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,F,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30160-94,I,635,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,100,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,200,865,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,300,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,400,960,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,500,1005,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,600,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,700,1095,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-SC,800,1145,,,,,,,,,,,,,,,,,,
