,PriceList,Catalog,GradeGroup,Price
2690,UFMX 1711E V5,30159-QS,10,575
2691,UFMX 1711E V5,30159-QS,20,615
2692,UFMX 1711E V5,30159-QS,30,645
2693,UFMX 1711E V5,30159-QS,40,675
2694,UFMX 1711E V5,30159-QS,50,725
2695,UFMX 1711E V5,30159-QS,60,775
2697,UFMX 1711E V5,30159-QS,F,1000
2698,UFMX 1711E V5,30159-QS,I,1075
2699,UFMX 1711E V5,30159-QR,10,525
2700,UFMX 1711E V5,30159-QR,20,565
2701,UFMX 1711E V5,30159-QR,30,595
2702,UFMX 1711E V5,30159-QR,40,625
2703,UFMX 1711E V5,30159-QR,50,675
2704,UFMX 1711E V5,30159-QR,60,725
2706,UFMX 1711E V5,30159-QR,F,950
2707,UFMX 1711E V5,30159-QR,I,1025
2708,UFMX 1711E V5,30159-QL,10,525
2709,UFMX 1711E V5,30159-QL,20,565
2710,UFMX 1711E V5,30159-QL,30,595
2711,UFMX 1711E V5,30159-QL,40,625
2712,UFMX 1711E V5,30159-QL,50,675
2713,UFMX 1711E V5,30159-QL,60,725
2715,UFMX 1711E V5,30159-QL,F,950
2716,UFMX 1711E V5,30159-QL,I,1025
2717,UFMX 1711E V5,30159-QA,10,500
2718,UFMX 1711E V5,30159-QA,20,540
2719,UFMX 1711E V5,30159-QA,30,570
2720,UFMX 1711E V5,30159-QA,40,600
2721,UFMX 1711E V5,30159-QA,50,650
2722,UFMX 1711E V5,30159-QA,60,700
2724,UFMX 1711E V5,30159-QA,F,925
2725,UFMX 1711E V5,30159-QA,I,1000
2726,UFMX 1711E V5,30159-01,10,950
2727,UFMX 1711E V5,30159-01,20,990
2728,UFMX 1711E V5,30159-01,30,1020
2729,UFMX 1711E V5,30159-01,40,1050
2730,UFMX 1711E V5,30159-01,50,1100
2731,UFMX 1711E V5,30159-01,60,1150
2733,UFMX 1711E V5,30159-01,F,1800
2734,UFMX 1711E V5,30159-01,I,2050
2735,UFMX 1711E V5,30159-02,10,525
2736,UFMX 1711E V5,30159-02,20,545
2737,UFMX 1711E V5,30159-02,30,560
2738,UFMX 1711E V5,30159-02,40,580
2739,UFMX 1711E V5,30159-02,50,600
2740,UFMX 1711E V5,30159-02,60,620
2742,UFMX 1711E V5,30159-02,F,950
2743,UFMX 1711E V5,30159-02,I,1100
2744,UFMX 1711E V5,30159-03,10,825
2745,UFMX 1711E V5,30159-03,20,865
2746,UFMX 1711E V5,30159-03,30,895
2747,UFMX 1711E V5,30159-03,40,925
2748,UFMX 1711E V5,30159-03,50,975
2749,UFMX 1711E V5,30159-03,60,1025
2751,UFMX 1711E V5,30159-03,F,1675
2752,UFMX 1711E V5,30159-03,I,1925
2753,UFMX 1711E V5,30159-07,10,725
2754,UFMX 1711E V5,30159-07,20,765
2755,UFMX 1711E V5,30159-07,30,795
2756,UFMX 1711E V5,30159-07,40,825
2757,UFMX 1711E V5,30159-07,50,875
2758,UFMX 1711E V5,30159-07,60,925
2760,UFMX 1711E V5,30159-07,F,1575
2761,UFMX 1711E V5,30159-07,I,1825
2762,UFMX 1711E V5,30159-08,10,725
2763,UFMX 1711E V5,30159-08,20,765
2764,UFMX 1711E V5,30159-08,30,795
2765,UFMX 1711E V5,30159-08,40,825
2766,UFMX 1711E V5,30159-08,50,875
2767,UFMX 1711E V5,30159-08,60,925
2769,UFMX 1711E V5,30159-08,F,1575
2770,UFMX 1711E V5,30159-08,I,1825
2771,UFMX 1711E V5,30159-09,10,425
2772,UFMX 1711E V5,30159-09,20,445
2773,UFMX 1711E V5,30159-09,30,460
2774,UFMX 1711E V5,30159-09,40,495
2775,UFMX 1711E V5,30159-09,50,530
2776,UFMX 1711E V5,30159-09,60,565
2778,UFMX 1711E V5,30159-09,F,1020
2779,UFMX 1711E V5,30159-09,I,1200
2780,UFMX 1711E V5,30159-10,10,400
2781,UFMX 1711E V5,30159-10,20,420
2782,UFMX 1711E V5,30159-10,30,435
2783,UFMX 1711E V5,30159-10,40,455
2784,UFMX 1711E V5,30159-10,50,475
2785,UFMX 1711E V5,30159-10,60,495
2787,UFMX 1711E V5,30159-10,F,740
2788,UFMX 1711E V5,30159-10,I,875
2789,UFMX 1711E V5,30159-11,10,450
2790,UFMX 1711E V5,30159-11,20,470
2791,UFMX 1711E V5,30159-11,30,485
2792,UFMX 1711E V5,30159-11,40,520
2793,UFMX 1711E V5,30159-11,50,555
2794,UFMX 1711E V5,30159-11,60,590
2796,UFMX 1711E V5,30159-11,F,1045
2797,UFMX 1711E V5,30159-11,I,1225
2798,UFMX 1711E V5,30159-12,10,450
2799,UFMX 1711E V5,30159-12,20,470
2800,UFMX 1711E V5,30159-12,30,485
2801,UFMX 1711E V5,30159-12,40,520
2802,UFMX 1711E V5,30159-12,50,555
2803,UFMX 1711E V5,30159-12,60,590
2805,UFMX 1711E V5,30159-12,F,1045
2806,UFMX 1711E V5,30159-12,I,1225
2807,UFMX 1711E V5,30159-14,10,650
2808,UFMX 1711E V5,30159-14,20,670
2809,UFMX 1711E V5,30159-14,30,685
2810,UFMX 1711E V5,30159-14,40,700
2811,UFMX 1711E V5,30159-14,50,720
2812,UFMX 1711E V5,30159-14,60,740
2814,UFMX 1711E V5,30159-14,F,1330
2815,UFMX 1711E V5,30159-14,I,1550
2816,UFMX 1711E V5,30159-15,10,650
2817,UFMX 1711E V5,30159-15,20,690
2818,UFMX 1711E V5,30159-15,30,720
2819,UFMX 1711E V5,30159-15,40,750
2820,UFMX 1711E V5,30159-15,50,800
2821,UFMX 1711E V5,30159-15,60,850
2823,UFMX 1711E V5,30159-15,F,1500
2824,UFMX 1711E V5,30159-15,I,1680
2825,UFMX 1711E V5,30159-16,10,650
2826,UFMX 1711E V5,30159-16,20,690
2827,UFMX 1711E V5,30159-16,30,720
2828,UFMX 1711E V5,30159-16,40,750
2829,UFMX 1711E V5,30159-16,50,800
2830,UFMX 1711E V5,30159-16,60,850
2832,UFMX 1711E V5,30159-16,F,1500
2833,UFMX 1711E V5,30159-16,I,1680
2834,UFMX 1711E V5,30159-17,10,750
2835,UFMX 1711E V5,30159-17,20,790
2836,UFMX 1711E V5,30159-17,30,820
2837,UFMX 1711E V5,30159-17,40,850
2838,UFMX 1711E V5,30159-17,50,900
2839,UFMX 1711E V5,30159-17,60,950
2841,UFMX 1711E V5,30159-17,F,1600
2842,UFMX 1711E V5,30159-17,I,1780
2843,UFMX 1711E V5,30159-18,10,750
2844,UFMX 1711E V5,30159-18,20,790
2845,UFMX 1711E V5,30159-18,30,820
2846,UFMX 1711E V5,30159-18,40,850
2847,UFMX 1711E V5,30159-18,50,900
2848,UFMX 1711E V5,30159-18,60,950
2850,UFMX 1711E V5,30159-18,F,1600
2851,UFMX 1711E V5,30159-18,I,1780
2852,UFMX 1711E V5,30159-35,10,650
2853,UFMX 1711E V5,30159-35,20,690
2854,UFMX 1711E V5,30159-35,30,720
2855,UFMX 1711E V5,30159-35,40,750
2856,UFMX 1711E V5,30159-35,50,800
2857,UFMX 1711E V5,30159-35,60,850
2859,UFMX 1711E V5,30159-35,F,1330
2860,UFMX 1711E V5,30159-35,I,1480
2861,UFMX 1711E V5,30159-36,10,650
2862,UFMX 1711E V5,30159-36,20,690
2863,UFMX 1711E V5,30159-36,30,720
2864,UFMX 1711E V5,30159-36,40,750
2865,UFMX 1711E V5,30159-36,50,800
2866,UFMX 1711E V5,30159-36,60,850
2868,UFMX 1711E V5,30159-36,F,1330
2869,UFMX 1711E V5,30159-36,I,1480
2870,UFMX 1711E V5,30159-86,10,850
2871,UFMX 1711E V5,30159-86,20,890
2872,UFMX 1711E V5,30159-86,30,920
2873,UFMX 1711E V5,30159-86,40,950
2874,UFMX 1711E V5,30159-86,50,1000
2875,UFMX 1711E V5,30159-86,60,1050
2877,UFMX 1711E V5,30159-86,F,1700
2878,UFMX 1711E V5,30159-86,I,1950
2879,UFMX 1711E V5,30159-87,10,850
2880,UFMX 1711E V5,30159-87,20,890
2881,UFMX 1711E V5,30159-87,30,920
2882,UFMX 1711E V5,30159-87,40,950
2883,UFMX 1711E V5,30159-87,50,1000
2884,UFMX 1711E V5,30159-87,60,1050
2886,UFMX 1711E V5,30159-87,F,1700
2887,UFMX 1711E V5,30159-87,I,1950
2888,UFMX 1711E V5,30159-92,10,750
2889,UFMX 1711E V5,30159-92,20,790
2890,UFMX 1711E V5,30159-92,30,820
2891,UFMX 1711E V5,30159-92,40,850
2892,UFMX 1711E V5,30159-92,50,900
2893,UFMX 1711E V5,30159-92,60,950
2895,UFMX 1711E V5,30159-92,F,1600
2896,UFMX 1711E V5,30159-92,I,1850
2897,UFMX 1711E V5,30159-94,10,300
2898,UFMX 1711E V5,30159-94,20,320
2899,UFMX 1711E V5,30159-94,30,335
2900,UFMX 1711E V5,30159-94,40,355
2901,UFMX 1711E V5,30159-94,50,375
2902,UFMX 1711E V5,30159-94,60,395
2904,UFMX 1711E V5,30159-94,F,575
2905,UFMX 1711E V5,30159-94,I,635
2906,UFMX 1711E V5,30160-SC,10,675
2907,UFMX 1711E V5,30160-SC,20,715
2908,UFMX 1711E V5,30160-SC,30,745
2909,UFMX 1711E V5,30160-SC,40,775
2910,UFMX 1711E V5,30160-SC,50,825
2911,UFMX 1711E V5,30160-SC,60,875
2913,UFMX 1711E V5,30160-SC,F,1100
2914,UFMX 1711E V5,30160-SC,I,1175
2915,UFMX 1711E V5,30160-SS,10,425
2916,UFMX 1711E V5,30160-SS,20,465
2917,UFMX 1711E V5,30160-SS,30,495
2918,UFMX 1711E V5,30160-SS,40,525
2919,UFMX 1711E V5,30160-SS,50,575
2920,UFMX 1711E V5,30160-SS,60,625
2922,UFMX 1711E V5,30160-SS,F,850
2923,UFMX 1711E V5,30160-SS,I,925
2924,UFMX 1711E V5,30160-DC,10,725
2925,UFMX 1711E V5,30160-DC,20,765
2926,UFMX 1711E V5,30160-DC,30,795
2927,UFMX 1711E V5,30160-DC,40,825
2928,UFMX 1711E V5,30160-DC,50,875
2929,UFMX 1711E V5,30160-DC,60,925
2931,UFMX 1711E V5,30160-DC,F,1150
2932,UFMX 1711E V5,30160-DC,I,1225
2933,UFMX 1711E V5,30160-DS,10,525
2934,UFMX 1711E V5,30160-DS,20,565
2935,UFMX 1711E V5,30160-DS,30,595
2936,UFMX 1711E V5,30160-DS,40,625
2937,UFMX 1711E V5,30160-DS,50,675
2938,UFMX 1711E V5,30160-DS,60,725
2940,UFMX 1711E V5,30160-DS,F,950
2941,UFMX 1711E V5,30160-DS,I,1025
2942,UFMX 1711E V5,30160-DR,10,500
2943,UFMX 1711E V5,30160-DR,20,540
2944,UFMX 1711E V5,30160-DR,30,570
2945,UFMX 1711E V5,30160-DR,40,600
2946,UFMX 1711E V5,30160-DR,50,650
2947,UFMX 1711E V5,30160-DR,60,700
2949,UFMX 1711E V5,30160-DR,F,925
2950,UFMX 1711E V5,30160-DR,I,1000
2951,UFMX 1711E V5,30160-DL,10,500
2952,UFMX 1711E V5,30160-DL,20,540
2953,UFMX 1711E V5,30160-DL,30,570
2954,UFMX 1711E V5,30160-DL,40,600
2955,UFMX 1711E V5,30160-DL,50,650
2956,UFMX 1711E V5,30160-DL,60,700
2958,UFMX 1711E V5,30160-DL,F,925
2959,UFMX 1711E V5,30160-DL,I,1000
2960,UFMX 1711E V5,30160-DA,10,475
2961,UFMX 1711E V5,30160-DA,20,515
2962,UFMX 1711E V5,30160-DA,30,545
2963,UFMX 1711E V5,30160-DA,40,575
2964,UFMX 1711E V5,30160-DA,50,625
2965,UFMX 1711E V5,30160-DA,60,675
2967,UFMX 1711E V5,30160-DA,F,900
2968,UFMX 1711E V5,30160-DA,I,975
2969,UFMX 1711E V5,30160-QC,10,775
2970,UFMX 1711E V5,30160-QC,20,815
2971,UFMX 1711E V5,30160-QC,30,845
2972,UFMX 1711E V5,30160-QC,40,875
2973,UFMX 1711E V5,30160-QC,50,925
2974,UFMX 1711E V5,30160-QC,60,975
2976,UFMX 1711E V5,30160-QC,F,1200
2977,UFMX 1711E V5,30160-QC,I,1275
2978,UFMX 1711E V5,30160-QS,10,575
2979,UFMX 1711E V5,30160-QS,20,615
2980,UFMX 1711E V5,30160-QS,30,645
2981,UFMX 1711E V5,30160-QS,40,675
2982,UFMX 1711E V5,30160-QS,50,725
2983,UFMX 1711E V5,30160-QS,60,775
2985,UFMX 1711E V5,30160-QS,F,1000
2986,UFMX 1711E V5,30160-QS,I,1075
2987,UFMX 1711E V5,30160-QR,10,525
2988,UFMX 1711E V5,30160-QR,20,565
2989,UFMX 1711E V5,30160-QR,30,595
2990,UFMX 1711E V5,30160-QR,40,625
2991,UFMX 1711E V5,30160-QR,50,675
2992,UFMX 1711E V5,30160-QR,60,725
2994,UFMX 1711E V5,30160-QR,F,950
2995,UFMX 1711E V5,30160-QR,I,1025
2996,UFMX 1711E V5,30160-QL,10,525
2997,UFMX 1711E V5,30160-QL,20,565
2998,UFMX 1711E V5,30160-QL,30,595
2999,UFMX 1711E V5,30160-QL,40,625
3000,UFMX 1711E V5,30160-QL,50,675
3001,UFMX 1711E V5,30160-QL,60,725
3003,UFMX 1711E V5,30160-QL,F,950
3004,UFMX 1711E V5,30160-QL,I,1025
3005,UFMX 1711E V5,30160-QA,10,500
3006,UFMX 1711E V5,30160-QA,20,540
3007,UFMX 1711E V5,30160-QA,30,570
3008,UFMX 1711E V5,30160-QA,40,600
3009,UFMX 1711E V5,30160-QA,50,650
3010,UFMX 1711E V5,30160-QA,60,700
3012,UFMX 1711E V5,30160-QA,F,925
3013,UFMX 1711E V5,30160-QA,I,1000
3014,UFMX 1711E V5,30160-01,10,950
3015,UFMX 1711E V5,30160-01,20,990
3016,UFMX 1711E V5,30160-01,30,1020
3017,UFMX 1711E V5,30160-01,40,1050
3018,UFMX 1711E V5,30160-01,50,1100
3019,UFMX 1711E V5,30160-01,60,1150
3021,UFMX 1711E V5,30160-01,F,1800
3022,UFMX 1711E V5,30160-01,I,2050
3023,UFMX 1711E V5,30160-02,10,525
3024,UFMX 1711E V5,30160-02,20,545
3025,UFMX 1711E V5,30160-02,30,560
3026,UFMX 1711E V5,30160-02,40,580
3027,UFMX 1711E V5,30160-02,50,600
3028,UFMX 1711E V5,30160-02,60,620
3030,UFMX 1711E V5,30160-02,F,950
3031,UFMX 1711E V5,30160-02,I,1100
3032,UFMX 1711E V5,30160-03,10,825
3033,UFMX 1711E V5,30160-03,20,865
3034,UFMX 1711E V5,30160-03,30,895
3035,UFMX 1711E V5,30160-03,40,925
3036,UFMX 1711E V5,30160-03,50,975
3037,UFMX 1711E V5,30160-03,60,1025
3039,UFMX 1711E V5,30160-03,F,1675
3040,UFMX 1711E V5,30160-03,I,1925
3041,UFMX 1711E V5,30160-07,10,725
3042,UFMX 1711E V5,30160-07,20,765
3043,UFMX 1711E V5,30160-07,30,795
3044,UFMX 1711E V5,30160-07,40,825
3045,UFMX 1711E V5,30160-07,50,875
3046,UFMX 1711E V5,30160-07,60,925
3048,UFMX 1711E V5,30160-07,F,1575
3049,UFMX 1711E V5,30160-07,I,1825
3050,UFMX 1711E V5,30160-08,10,725
3051,UFMX 1711E V5,30160-08,20,765
3052,UFMX 1711E V5,30160-08,30,795
3053,UFMX 1711E V5,30160-08,40,825
3054,UFMX 1711E V5,30160-08,50,875
3055,UFMX 1711E V5,30160-08,60,925
3057,UFMX 1711E V5,30160-08,F,1575
3058,UFMX 1711E V5,30160-08,I,1825
3059,UFMX 1711E V5,30160-09,10,425
3060,UFMX 1711E V5,30160-09,20,445
3061,UFMX 1711E V5,30160-09,30,460
3062,UFMX 1711E V5,30160-09,40,495
3063,UFMX 1711E V5,30160-09,50,530
3064,UFMX 1711E V5,30160-09,60,565
3066,UFMX 1711E V5,30160-09,F,1020
3067,UFMX 1711E V5,30160-09,I,1200
3068,UFMX 1711E V5,30160-10,10,400
3069,UFMX 1711E V5,30160-10,20,420
3070,UFMX 1711E V5,30160-10,30,435
3071,UFMX 1711E V5,30160-10,40,455
3072,UFMX 1711E V5,30160-10,50,475
3073,UFMX 1711E V5,30160-10,60,495
3075,UFMX 1711E V5,30160-10,F,740
3076,UFMX 1711E V5,30160-10,I,875
3077,UFMX 1711E V5,30160-11,10,450
3078,UFMX 1711E V5,30160-11,20,470
3079,UFMX 1711E V5,30160-11,30,485
3080,UFMX 1711E V5,30160-11,40,520
3081,UFMX 1711E V5,30160-11,50,555
3082,UFMX 1711E V5,30160-11,60,590
3084,UFMX 1711E V5,30160-11,F,1045
3085,UFMX 1711E V5,30160-11,I,1225
3086,UFMX 1711E V5,30160-12,10,450
3087,UFMX 1711E V5,30160-12,20,470
3088,UFMX 1711E V5,30160-12,30,485
3089,UFMX 1711E V5,30160-12,40,520
3090,UFMX 1711E V5,30160-12,50,555
3091,UFMX 1711E V5,30160-12,60,590
3093,UFMX 1711E V5,30160-12,F,1045
3094,UFMX 1711E V5,30160-12,I,1225
3095,UFMX 1711E V5,30160-14,10,650
3096,UFMX 1711E V5,30160-14,20,670
3097,UFMX 1711E V5,30160-14,30,685
3098,UFMX 1711E V5,30160-14,40,700
3099,UFMX 1711E V5,30160-14,50,720
3100,UFMX 1711E V5,30160-14,60,740
3102,UFMX 1711E V5,30160-14,F,1330
3103,UFMX 1711E V5,30160-14,I,1550
3104,UFMX 1711E V5,30160-15,10,650
3105,UFMX 1711E V5,30160-15,20,690
3106,UFMX 1711E V5,30160-15,30,720
3107,UFMX 1711E V5,30160-15,40,750
3108,UFMX 1711E V5,30160-15,50,800
3109,UFMX 1711E V5,30160-15,60,850
3111,UFMX 1711E V5,30160-15,F,1500
3112,UFMX 1711E V5,30160-15,I,1680
3113,UFMX 1711E V5,30160-16,10,650
3114,UFMX 1711E V5,30160-16,20,690
3115,UFMX 1711E V5,30160-16,30,720
3116,UFMX 1711E V5,30160-16,40,750
3117,UFMX 1711E V5,30160-16,50,800
3118,UFMX 1711E V5,30160-16,60,850
3120,UFMX 1711E V5,30160-16,F,1500
3121,UFMX 1711E V5,30160-16,I,1680
3122,UFMX 1711E V5,30160-17,10,750
3123,UFMX 1711E V5,30160-17,20,790
3124,UFMX 1711E V5,30160-17,30,820
3125,UFMX 1711E V5,30160-17,40,850
3126,UFMX 1711E V5,30160-17,50,900
3127,UFMX 1711E V5,30160-17,60,950
3129,UFMX 1711E V5,30160-17,F,1600
3130,UFMX 1711E V5,30160-17,I,1780
3131,UFMX 1711E V5,30160-18,10,750
3132,UFMX 1711E V5,30160-18,20,790
3133,UFMX 1711E V5,30160-18,30,820
3134,UFMX 1711E V5,30160-18,40,850
3135,UFMX 1711E V5,30160-18,50,900
3136,UFMX 1711E V5,30160-18,60,950
3138,UFMX 1711E V5,30160-18,F,1600
3139,UFMX 1711E V5,30160-18,I,1780
3140,UFMX 1711E V5,30160-35,10,650
3141,UFMX 1711E V5,30160-35,20,690
3142,UFMX 1711E V5,30160-35,30,720
3143,UFMX 1711E V5,30160-35,40,750
3144,UFMX 1711E V5,30160-35,50,800
3145,UFMX 1711E V5,30160-35,60,850
3147,UFMX 1711E V5,30160-35,F,1330
3148,UFMX 1711E V5,30160-35,I,1480
3149,UFMX 1711E V5,30160-36,10,650
3150,UFMX 1711E V5,30160-36,20,690
3151,UFMX 1711E V5,30160-36,30,720
3152,UFMX 1711E V5,30160-36,40,750
3153,UFMX 1711E V5,30160-36,50,800
3154,UFMX 1711E V5,30160-36,60,850
3156,UFMX 1711E V5,30160-36,F,1330
3157,UFMX 1711E V5,30160-36,I,1480
3158,UFMX 1711E V5,30160-86,10,850
3159,UFMX 1711E V5,30160-86,20,890
3160,UFMX 1711E V5,30160-86,30,920
3161,UFMX 1711E V5,30160-86,40,950
3162,UFMX 1711E V5,30160-86,50,1000
3163,UFMX 1711E V5,30160-86,60,1050
3165,UFMX 1711E V5,30160-86,F,1700
3166,UFMX 1711E V5,30160-86,I,1950
3167,UFMX 1711E V5,30160-87,10,850
3168,UFMX 1711E V5,30160-87,20,890
3169,UFMX 1711E V5,30160-87,30,920
3170,UFMX 1711E V5,30160-87,40,950
3171,UFMX 1711E V5,30160-87,50,1000
3172,UFMX 1711E V5,30160-87,60,1050
3174,UFMX 1711E V5,30160-87,F,1700
3175,UFMX 1711E V5,30160-87,I,1950
3176,UFMX 1711E V5,30160-92,10,750
3177,UFMX 1711E V5,30160-92,20,790
3178,UFMX 1711E V5,30160-92,30,820
3179,UFMX 1711E V5,30160-92,40,850
3180,UFMX 1711E V5,30160-92,50,900
3181,UFMX 1711E V5,30160-92,60,950
3183,UFMX 1711E V5,30160-92,F,1600
3184,UFMX 1711E V5,30160-92,I,1850
3185,UFMX 1711E V5,30160-94,10,300
3186,UFMX 1711E V5,30160-94,20,320
3187,UFMX 1711E V5,30160-94,30,335
3188,UFMX 1711E V5,30160-94,40,355
3189,UFMX 1711E V5,30160-94,50,375
3190,UFMX 1711E V5,30160-94,60,395
3192,UFMX 1711E V5,30160-94,F,575
3193,UFMX 1711E V5,30160-94,I,635
3194,UFMX 1711E V5,37159-SC,100,825
3195,UFMX 1711E V5,37159-SC,200,865
3196,UFMX 1711E V5,37159-SC,300,915
3197,UFMX 1711E V5,37159-SC,400,960
3198,UFMX 1711E V5,37159-SC,500,1005
3199,UFMX 1711E V5,37159-SC,600,1050
3200,UFMX 1711E V5,37159-SC,700,1095
3201,UFMX 1711E V5,37159-SC,800,1145
3203,UFMX 1711E V5,37159-SS,100,725
3204,UFMX 1711E V5,37159-SS,200,765
3205,UFMX 1711E V5,37159-SS,300,815
3206,UFMX 1711E V5,37159-SS,400,860
3207,UFMX 1711E V5,37159-SS,500,905
3208,UFMX 1711E V5,37159-SS,600,950
3209,UFMX 1711E V5,37159-SS,700,995
3210,UFMX 1711E V5,37159-SS,800,1045
3212,UFMX 1711E V5,37159-DC,100,975
3213,UFMX 1711E V5,37159-DC,200,1015
3214,UFMX 1711E V5,37159-DC,300,1065
3215,UFMX 1711E V5,37159-DC,400,1110
3216,UFMX 1711E V5,37159-DC,500,1155
3217,UFMX 1711E V5,37159-DC,600,1200
3218,UFMX 1711E V5,37159-DC,700,1245
3219,UFMX 1711E V5,37159-DC,800,1295
3221,UFMX 1711E V5,37159-DS,100,825
3222,UFMX 1711E V5,37159-DS,200,865
3223,UFMX 1711E V5,37159-DS,300,915
3224,UFMX 1711E V5,37159-DS,400,960
3225,UFMX 1711E V5,37159-DS,500,1005
3226,UFMX 1711E V5,37159-DS,600,1050
3227,UFMX 1711E V5,37159-DS,700,1095
3228,UFMX 1711E V5,37159-DS,800,1145
3230,UFMX 1711E V5,37159-DR,100,625
3231,UFMX 1711E V5,37159-DR,200,665
3232,UFMX 1711E V5,37159-DR,300,715
3233,UFMX 1711E V5,37159-DR,400,760
3234,UFMX 1711E V5,37159-DR,500,805
3235,UFMX 1711E V5,37159-DR,600,850
3236,UFMX 1711E V5,37159-DR,700,895
3237,UFMX 1711E V5,37159-DR,800,945
3239,UFMX 1711E V5,37159-DL,100,700
3240,UFMX 1711E V5,37159-DL,200,740
3241,UFMX 1711E V5,37159-DL,300,790
3242,UFMX 1711E V5,37159-DL,400,835
3243,UFMX 1711E V5,37159-DL,500,880
3244,UFMX 1711E V5,37159-DL,600,925
3245,UFMX 1711E V5,37159-DL,700,970
3246,UFMX 1711E V5,37159-DL,800,1020
3248,UFMX 1711E V5,37159-DA,100,675
3249,UFMX 1711E V5,37159-DA,200,715
3250,UFMX 1711E V5,37159-DA,300,765
3251,UFMX 1711E V5,37159-DA,400,810
3252,UFMX 1711E V5,37159-DA,500,855
3253,UFMX 1711E V5,37159-DA,600,900
3254,UFMX 1711E V5,37159-DA,700,945
3255,UFMX 1711E V5,37159-DA,800,995
3257,UFMX 1711E V5,37159-QC,100,1025
3258,UFMX 1711E V5,37159-QC,200,1065
3259,UFMX 1711E V5,37159-QC,300,1115
3260,UFMX 1711E V5,37159-QC,400,1160
3261,UFMX 1711E V5,37159-QC,500,1205
3262,UFMX 1711E V5,37159-QC,600,1250
3263,UFMX 1711E V5,37159-QC,700,1295
3264,UFMX 1711E V5,37159-QC,800,1345
3266,UFMX 1711E V5,37159-QS,100,875
3267,UFMX 1711E V5,37159-QS,200,915
3268,UFMX 1711E V5,37159-QS,300,965
3269,UFMX 1711E V5,37159-QS,400,1010
3270,UFMX 1711E V5,37159-QS,500,1055
3271,UFMX 1711E V5,37159-QS,600,1100
3272,UFMX 1711E V5,37159-QS,700,1145
3273,UFMX 1711E V5,37159-QS,800,1195
3275,UFMX 1711E V5,37159-QR,100,650
3276,UFMX 1711E V5,37159-QR,200,690
3277,UFMX 1711E V5,37159-QR,300,740
3278,UFMX 1711E V5,37159-QR,400,785
3279,UFMX 1711E V5,37159-QR,500,830
3280,UFMX 1711E V5,37159-QR,600,875
3281,UFMX 1711E V5,37159-QR,700,920
3282,UFMX 1711E V5,37159-QR,800,970
3284,UFMX 1711E V5,37159-QL,100,725
3285,UFMX 1711E V5,37159-QL,200,765
3286,UFMX 1711E V5,37159-QL,300,815
3287,UFMX 1711E V5,37159-QL,400,860
3288,UFMX 1711E V5,37159-QL,500,905
3289,UFMX 1711E V5,37159-QL,600,950
3290,UFMX 1711E V5,37159-QL,700,995
3291,UFMX 1711E V5,37159-QL,800,1045
3293,UFMX 1711E V5,37159-QA,100,700
3294,UFMX 1711E V5,37159-QA,200,740
3295,UFMX 1711E V5,37159-QA,300,790
3296,UFMX 1711E V5,37159-QA,400,835
3297,UFMX 1711E V5,37159-QA,500,880
3298,UFMX 1711E V5,37159-QA,600,925
3299,UFMX 1711E V5,37159-QA,700,970
3300,UFMX 1711E V5,37159-QA,800,1020
3302,UFMX 1711E V5,37159-01,100,1400
3303,UFMX 1711E V5,37159-01,200,1440
3304,UFMX 1711E V5,37159-01,300,1490
3305,UFMX 1711E V5,37159-01,400,1535
3306,UFMX 1711E V5,37159-01,500,1580
3307,UFMX 1711E V5,37159-01,600,1625
3308,UFMX 1711E V5,37159-01,700,1670
3309,UFMX 1711E V5,37159-01,800,1720
3311,UFMX 1711E V5,37159-02,100,800
3312,UFMX 1711E V5,37159-02,200,840
3313,UFMX 1711E V5,37159-02,300,890
3314,UFMX 1711E V5,37159-02,400,935
3315,UFMX 1711E V5,37159-02,500,980
3316,UFMX 1711E V5,37159-02,600,1025
3317,UFMX 1711E V5,37159-02,700,1070
3318,UFMX 1711E V5,37159-02,800,1120
3320,UFMX 1711E V5,37159-03,100,1275
3321,UFMX 1711E V5,37159-03,200,1315
3322,UFMX 1711E V5,37159-03,300,1365
3323,UFMX 1711E V5,37159-03,400,1410
3324,UFMX 1711E V5,37159-03,500,1455
3325,UFMX 1711E V5,37159-03,600,1500
3326,UFMX 1711E V5,37159-03,700,1545
3327,UFMX 1711E V5,37159-03,800,1595
3329,UFMX 1711E V5,37159-07,100,1175
3330,UFMX 1711E V5,37159-07,200,1215
3331,UFMX 1711E V5,37159-07,300,1265
3332,UFMX 1711E V5,37159-07,400,1310
3333,UFMX 1711E V5,37159-07,500,1355
3334,UFMX 1711E V5,37159-07,600,1400
3335,UFMX 1711E V5,37159-07,700,1445
3336,UFMX 1711E V5,37159-07,800,1495
3338,UFMX 1711E V5,37159-08,100,1175
3339,UFMX 1711E V5,37159-08,200,1215
3340,UFMX 1711E V5,37159-08,300,1265
3341,UFMX 1711E V5,37159-08,400,1310
3342,UFMX 1711E V5,37159-08,500,1355
3343,UFMX 1711E V5,37159-08,600,1400
3344,UFMX 1711E V5,37159-08,700,1445
3345,UFMX 1711E V5,37159-08,800,1495
3347,UFMX 1711E V5,37159-09,100,700
3348,UFMX 1711E V5,37159-09,200,740
3349,UFMX 1711E V5,37159-09,300,790
3350,UFMX 1711E V5,37159-09,400,835
3351,UFMX 1711E V5,37159-09,500,880
3352,UFMX 1711E V5,37159-09,600,925
