PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,300,615,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,400,660,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,500,705,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,600,750,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,700,795,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,800,825,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-10,M,975,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,100,1025,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,200,1065,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,300,1115,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,400,1160,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,500,1205,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,600,1250,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,700,1295,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,800,1345,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-14,M,1700,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,100,975,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,200,1015,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,300,1065,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,400,1110,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,500,1155,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,600,1200,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,700,1245,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,800,1295,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-15,M,1650,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,100,975,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,200,1015,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,300,1065,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,400,1110,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,500,1155,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,600,1200,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,700,1245,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,800,1295,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-16,M,1650,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,100,925,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,200,965,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,300,1015,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,400,1060,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,500,1105,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,600,1150,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,700,1195,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,800,1245,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-35,M,1600,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,100,925,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,200,965,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,300,1015,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,400,1060,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,500,1105,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,600,1150,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,700,1195,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,800,1245,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-36,M,1600,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,100,800,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,200,840,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,300,890,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,400,935,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,500,980,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,600,1025,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,700,1070,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,800,1120,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-54,M,1475,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,100,300,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,200,320,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,300,335,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,400,350,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,500,360,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,600,370,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,700,380,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,800,390,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-64,M,520,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,100,55,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,200,60,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,300,65,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,400,70,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,500,80,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,600,90,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,700,100,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,800,105,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-65,M,130,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,100,60,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,200,65,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,300,70,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,400,75,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,500,85,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,600,95,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,700,105,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,800,110,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-66,M,135,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,100,330,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,200,350,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,300,365,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,400,380,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,500,390,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,600,400,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,700,410,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,800,420,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-74,M,550,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,100,1525,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,200,1565,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,300,1615,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,400,1660,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,500,1705,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,600,1750,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,700,1795,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,800,1845,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-86,M,2200,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,100,1525,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,200,1565,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,300,1615,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,400,1660,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,500,1705,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,600,1750,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,700,1795,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,800,1845,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-87,M,2200,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,100,1650,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,200,1690,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,300,1740,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,400,1785,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,500,1830,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,600,1875,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,700,1920,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,800,1970,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37148-S3,M,2460,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,100,1500,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,200,1540,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,300,1590,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,400,1635,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,500,1680,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,600,1725,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,700,1770,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,800,1820,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-01,M,2310,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,100,800,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,200,840,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,300,890,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,400,935,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,500,980,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,600,1025,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,700,1070,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,800,1120,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-02,M,1475,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,100,1375,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,200,1415,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,300,1465,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,400,1510,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,500,1555,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,600,1600,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,700,1645,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,800,1695,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-03,M,2050,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,100,1275,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,200,1315,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,300,1365,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,400,1410,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,500,1455,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,600,1500,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,700,1545,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,800,1595,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-07,M,1950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,100,1275,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,200,1315,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,300,1365,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,400,1410,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,500,1455,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,600,1500,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,700,1545,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,800,1595,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-08,M,1950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,100,700,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,200,740,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,300,790,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,400,835,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,500,880,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,600,925,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,700,970,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,800,1000,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-09,M,1150,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,100,675,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,200,715,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,300,765,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,400,810,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,500,855,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,600,900,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,700,945,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,800,975,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-10,M,1125,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,100,725,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,200,765,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,300,815,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,400,860,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,500,905,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,600,950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,700,995,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,800,1025,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-11,M,1175,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,100,725,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,200,765,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,300,815,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,400,860,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,500,905,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,600,950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,700,995,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,800,1025,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-12,M,1175,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,100,1200,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,200,1240,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,300,1290,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,400,1335,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,500,1380,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,600,1425,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,700,1470,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,800,1520,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-14,M,1875,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,100,950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,200,990,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,300,1040,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,400,1085,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,500,1130,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,600,1175,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,700,1220,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,800,1270,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-15,M,1625,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,100,950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,200,990,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,300,1040,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,400,1085,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,500,1130,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,600,1175,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,700,1220,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,800,1270,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-16,M,1625,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,100,1050,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,200,1090,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,300,1140,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,400,1185,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,500,1230,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,600,1275,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,700,1320,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,800,1370,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-17,M,1725,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,100,1050,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,200,1090,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,300,1140,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,400,1185,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,500,1230,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,600,1275,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,700,1320,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,800,1370,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-18,M,1725,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,100,950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,200,990,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,300,1040,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,400,1085,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,500,1130,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,600,1175,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,700,1220,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,800,1270,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-35,M,1625,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,100,950,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,200,990,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,300,1040,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,400,1085,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,500,1130,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,600,1175,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,700,1220,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,800,1270,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-36,M,1625,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,100,1400,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,200,1440,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,300,1490,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,400,1535,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,500,1580,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,600,1625,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,700,1670,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,800,1720,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-86,M,2075,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,100,1400,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,200,1440,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,300,1490,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,400,1535,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,500,1580,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,600,1625,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,700,1670,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,800,1720,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-87,M,2075,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,100,1300,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,200,1340,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,300,1390,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,400,1435,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,500,1480,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,600,1525,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,700,1570,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,800,1620,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-92,M,1975,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,100,450,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,200,470,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,300,485,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,400,500,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,500,510,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,600,520,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,700,530,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,800,540,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-94,M,670,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,100,975,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,200,1015,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,300,1065,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,400,1110,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,500,1155,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,600,1200,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,700,1245,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,800,1295,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DC,M,1650,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,100,825,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,200,865,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,300,915,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,400,960,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,500,1005,,,,,,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,37159-DS,600,1050,,,,,,,,,,,,,,,,,,,,,,,
